1000000,Dagger,Dagger,-,TRUE,2040,1,1.5,5,9,0,0,0,10,70,0,0,24,65,0,0,0,0,9,0,0,0,0,7,7,10000,0,-1,-1,-1,1.23,1.23,1.23,1.23,1.23,1.5,1.5,1.5,1.5,1.5,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0.09225,0.7,0.7150586441,0.6156654925,0,0.6400215051,0,0,0.6792597223,0,0,0.25,0,1.707915493,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,97.5,0,0,0,0,166.5217605,166.5217605,0,0,0,0,0,0,0,0,166.5217605,12.3,86.1,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.665217605,0.6070851138,143.5518923,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,143.5518923,102000100,2000100,27,1,113,113,113,113,113,1.881695894,0.649026671,173.4204567,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,173.4204567,102000200,2000200,15,3,103,103,103,103,103,1.715174133,0.6178731145,150.4859177,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,150.4859177,102000300,2000300,28,3,115,115,115,115,115,1.915000246,0.6543700384,177.9428674,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,177.9428674
1000100,Heavy Dagger,Dagger,Heavy,TRUE,2040,1,1.5,5,9,0,0,0,48,0,0,0,24,65,0,0,0,0,9,0,0,0,0,7,7,10000,100,-1,-1,-1,2.13,0,1.23,1.23,1,1.415,1.5,1.5,1.5,1.5,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.48,0.75,0.7668,0,0.7150586441,0,0,0.6400215051,0,0,0.6792597223,0,0,0.25,0,1.7668,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,91.975,0,0,0,0,162.50143,162.50143,0,0,0,0,0,0,0,0,162.50143,102.24,0,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.6250143,0.5979200033,137.9712549,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,137.9712549,102000100,2000100,27,1,113,113,113,113,113,1.836266159,0.6412609851,167.2086701,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,167.2086701,102000200,2000200,15,3,103,103,103,103,103,1.673764729,0.6089780369,144.7386062,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,144.7386062,102000300,2000300,28,3,115,115,115,115,115,1.868766445,0.6468725599,171.6572302,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,171.6572302
1000200,Sharp Dagger,Dagger,Sharp,TRUE,2040,1,1.5,5,9,0,0,0,5,70,0,0,24,65,0,0,0,0,9,0,0,0,0,7,7,10000,5000,-1,-1,-1,1.07,2.14,1.31,1.31,1,1.4,1.5,1.5,1.5,1.5,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.05,0.75,0.040125,0.7,0.7150586441,1.071157849,0,0.6400215051,0,0,0.6792597223,0,0,0.25,0,2.111282849,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,91,0,0,0,0,192.1267392,192.1267392,0,0,0,0,0,0,0,0,192.1267392,5.35,149.8,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.921267392,0.6553424759,178.7905144,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,178.7905144,102000100,2000100,27,1,113,113,113,113,113,2.171032153,0.6855706875,211.3522328,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,211.3522328,102000200,2000200,15,3,103,103,103,103,103,1.978905414,0.6637947244,186.5293503,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,186.5293503,102000300,2000300,28,3,115,115,115,115,115,2.209457501,0.6887446742,216.0887963,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,216.0887963
1000300,Refined Dagger,Dagger,Refined,TRUE,2040,1,1.5,5,9,0,0,0,53,53,0,0,24,65,0,0,0,0,8,0,0,0,0,7,7,10000,300,-1,-1,-1,1.52,1.52,1.31,1.31,1,1.35,1.5,1.5,1.5,1.5,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.53,0.7,0.56392,0.53,0.6314948804,0.5087322756,0,0.4843790047,0,0,0.5613084394,0,0,0,0,2.072652276,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,87.75,0,0,0,0,181.8752372,181.8752372,0,0,0,0,0,0,0,0,181.8752372,80.56,80.56,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.818752372,0.6381202226,164.8027389,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,164.8027389,102000100,2000100,27,1,113,113,113,113,113,2.05519018,0.6736192299,196.587019,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,196.587019,102000200,2000200,15,3,103,103,103,103,103,1.873314943,0.6476354453,172.2779723,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,172.2779723,102000300,2000300,28,3,115,115,115,115,115,2.091565228,0.6777574716,201.2955024,0,0.1,0,0,0.1,0,0,0.1,0,0,0.1,0,201.2955024
1000400,Simple Dagger,Dagger,Simple,FALSE,2040,1,1.5,5,9,0,0,0,10,70,80,0,24,75,75,0,0,0,0,0,0,0,0,7,7,10000,500,-1,-1,-1,1.11,1.11,1.26,1.26,1,0.925,0.95,1,1,1,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0.08325,0.7,0.6655058206,0.5170980226,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1.600348023,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.4879256002,0,0.5789379002,0,0,0,0,1.4879256,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.4879256002,0,0.5789379002,0,0,0,0,1.4879256,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.4879256002,0,0.5789379002,0,0,0,0,1.4879256,0.24,0,1,0,0,0.24,0,1,0,0,0,69.375,71.25,0,0,0,111.0241441,111.0241441,106.014699,106.014699,0,0,0,0,0,0,217.0388431,11.1,77.7,100.8,0,0,102000000,2000000,12,1,100,100,100,100,100,1.110241441,0.4424761529,69.75826133,1.06014699,0.4235764413,62.86746052,0,0.1,0,0,0.1,0,0,0.1,0,132.6257218,102000100,2000100,27,1,113,113,113,113,113,1.254572828,0.4931881546,87.861145,1.197966099,0.4739610294,79.49049436,0,0.1,0,0,0.1,0,0,0.1,0,167.3516394,102000200,2000200,15,3,103,103,103,103,103,1.143548684,0.4546719769,73.8314148,1.0919514,0.4356532186,66.59969987,0,0.1,0,0,0.1,0,0,0.1,0,140.4311147,102000300,2000300,28,3,115,115,115,115,115,1.276777657,0.5004969465,90.74131124,1.219169039,0.4812629398,82.1437226,0,0.1,0,0,0.1,0,0,0.1,0,172.8850338
1000500,Crystal Dagger,Dagger,Crystal,FALSE,2040,1,1.5,5,9,0,0,0,10,70,80,0,24,75,75,0,0,0,0,0,0,0,0,7,7,10000,400,-1,-1,-1,0.85,0.85,1.34,1.34,1,1.025,1.025,1,1,1,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0.06375,0.7,0.6655058206,0.3959759632,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1.459725963,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.5189050034,0,0.5789379002,0,0,0,0,1.518905003,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.5189050034,0,0.5789379002,0,0,0,0,1.518905003,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.5189050034,0,0.5789379002,0,0,0,0,1.518905003,0.24,0,1,0,0,0.24,0,1,0,0,0,76.875,76.875,0,0,0,112.2164334,112.2164334,116.7658221,116.7658221,0,0,0,0,0,0,228.9822556,8.5,59.5,107.2,0,0,102000000,2000000,12,1,100,100,100,100,100,1.122164334,0.4468758504,71.20847605,1.167658221,0.4633153847,75.73916252,0,0.1,0,0,0.1,0,0,0.1,0,146.9476386,102000100,2000100,27,1,113,113,113,113,113,1.268045698,0.4976384796,89.6060233,1.31945379,0.5141747529,94.98017571,0,0.1,0,0,0.1,0,0,0.1,0,184.586199,102000200,2000200,15,3,103,103,103,103,103,1.155829264,0.4590940044,75.35006852,1.202687968,0.4755975322,80.07936015,0,0.1,0,0,0.1,0,0,0.1,0,155.4294287,102000300,2000300,28,3,115,115,115,115,115,1.290488984,0.5049444137,92.53077892,1.342806955,0.5214539008,98.02966942,0,0.1,0,0,0.1,0,0,0.1,0,190.5604483
1000600,Fire Dagger,Dagger,Fire,FALSE,2040,1,1.5,5,9,0,0,0,10,70,0,0,24,80,0,80,0,0,0,0,0,0,0,7,7,10000,600,-1,-1,-1,0,0,0,0,0,1.3,1,1.3,1,1,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0,0.7,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,104,0,104,0,0,104,104,0,0,104,104,0,0,0,0,208,0,0,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.04,0.4157866667,61.40337493,0,0.1,0,1.04,0.4157866667,60.53853867,0,0.1,0,0,0.1,0,121.9419136,102000100,2000100,27,1,113,113,113,113,113,1.1752,0.465987328,77.76321972,0,0.1,0,1.1752,0.465987328,76.6679631,0,0.1,0,0,0.1,0,154.4311828,102000200,2000200,15,3,103,103,103,103,103,1.0712,0.4278040747,65.07344892,0,0.1,0,1.0712,0.4278040747,64.15692147,0,0.1,0,0,0.1,0,129.2303704,102000300,2000300,28,3,115,115,115,115,115,1.196,0.4732778667,80.37772665,0,0.1,0,1.196,0.4732778667,79.24564599,0,0.1,0,0,0.1,0,159.6233726
1000700,Chaos Dagger,Dagger,Chaos,FALSE,2040,1,1.5,5,9,0,0,0,10,70,80,80,24,75,0,75,0,0,0,0,4,0,0,7,7,10000,700,-1,-1,-1,0.92,0.92,1.13,1.13,1,0.95,1,0.975,1,1,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0.069,0.7,0.6655058206,0.4285857485,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1.497585748,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.4375840701,0,0.5789379002,0,0,0,0,1.43758407,0,0.85,0,0,0.825,0,0.8,0.695,0.62828,0.8,0.805,0.72772,0,0,0,2.356,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0.8,0.5789379002,0.5233598618,0,0,0,1.523359862,0,0.75,0,0,0.6655058206,0,0.8,0.4840531749,0.4375840701,0.8,0.5789379002,0.5233598618,0,0,0,1.960943932,0.24,0,1,0,0,0.24,0,1,0,0,0,71.25,0,73.125,0,0,106.7029846,106.7029846,0,0,172.2825,172.2825,0,0,0,0,278.9854846,9.2,64.4,90.4,90.4,0,102000000,2000000,12,1,100,100,100,100,100,1.067029846,0.4262128716,64.57902336,0,0.1,0,1.722825,0.6194665359,149.4125409,0,0.1,0,0,0.1,0,213.9915642,102000100,2000100,27,1,113,113,113,113,113,1.205743726,0.4766534262,81.61050667,0,0.1,0,1.94679225,0.6591948247,179.6641526,0,0.1,0,0,0.1,0,261.2746593,102000200,2000200,15,3,103,103,103,103,103,1.099040741,0.4383084207,68.40407123,0,0.1,0,1.77450975,0.629821853,156.4675026,0,0.1,0,0,0.1,0,224.8715739,102000300,2000300,28,3,115,115,115,115,115,1.227084323,0.4839580904,84.32774876,0,0.1,0,1.98124875,0.6641196187,184.210063,0,0.1,0,0,0.1,0,268.5378118
1000800,Lightning Dagger,Dagger,Lightning,FALSE,2040,1,1.5,5,9,0,0,0,10,70,0,80,24,75,0,0,75,0,0,0,0,0,0,7,7,10000,800,-1,-1,-1,0.96,0.96,1.48,1.48,1,1.025,1,1,1.025,1,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0.072,0.7,0.6655058206,0.4472199114,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1.519219911,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0.8,0.5789379002,0.6854624739,0,0,0,1.685462474,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0.8,0.5789379002,0.6854624739,0,0,0,1.685462474,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0.8,0.5789379002,0.6854624739,0,0,0,1.685462474,0.24,0,1,0,0,0.24,0,1,0,0,0,76.875,0,0,76.875,0,116.7900307,116.7900307,0,0,0,0,129.5699277,129.5699277,0,0,246.3599584,9.6,67.2,0,118.4,0,102000000,2000000,12,1,100,100,100,100,100,1.167900307,0.4634013877,76.85134045,0,0.1,0,0,0.1,0,1.295699277,0.5066213024,91.90003972,0,0.1,0,168.7513802,102000100,2000100,27,1,113,113,113,113,113,1.319727347,0.5142608619,96.37314544,0,0.1,0,0,0.1,0,1.464140183,0.5569325919,114.1598342,0,0.1,0,210.5329796,102000200,2000200,15,3,103,103,103,103,103,1.202937316,0.4756837859,81.25492429,0,0.1,0,0,0.1,0,1.334570255,0.5189031346,96.95177642,0,0.1,0,178.2067007,102000300,2000300,28,3,115,115,115,115,115,1.343085353,0.5215397999,99.46709021,0,0.1,0,0,0.1,0,1.490054168,0.5640012556,117.6549391,0,0.1,0,217.1220293
1000900,Deep Dagger,Dagger,Deep,FALSE,2040,1,1.5,5,9,0,0,0,10,70,0,0,24,80,0,0,0,80,0,0,0,0,0,7,7,10000,900,-1,-1,-1,0,0,0,0,0,1.3,1,1,1,1.3,0,0,0,00011,00100,01100,01000,01100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0.1,0.75,0,0.7,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0,0.75,0,0,0.6655058206,0,0,0.4840531749,0,0,0.5789379002,0,0,0,0,1,0.24,0,1,0,0,0.24,0,1,0,0,0,104,0,0,0,104,104,104,0,0,0,0,0,0,104,104,208,0,0,0,0,0,102000000,2000000,12,1,100,100,100,100,100,1.04,0.4157866667,61.40337493,0,0.1,0,0,0.1,0,0,0.1,0,1.04,0.4157866667,60.53853867,121.9419136,102000100,2000100,27,1,113,113,113,113,113,1.1752,0.465987328,77.76321972,0,0.1,0,0,0.1,0,0,0.1,0,1.1752,0.465987328,76.6679631,154.4311828,102000200,2000200,15,3,103,103,103,103,103,1.0712,0.4278040747,65.07344892,0,0.1,0,0,0.1,0,0,0.1,0,1.0712,0.4278040747,64.15692147,129.2303704,102000300,2000300,28,3,115,115,115,115,115,1.196,0.4732778667,80.37772665,0,0.1,0,0,0.1,0,0,0.1,0,1.196,0.4732778667,79.24564599,159.6233726
