Ancient Dragon Greatshield  +3	16	-	-	-	77.0	45.0	43.0	46.0	45.0	28.0	28.0	28.0	19.0	58	6.5
Anri's Straight Sword  +3	10	10	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Aquamarine Dagger  +3	5	14	18	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Arbalest  +7	18	8	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0
Archdeacon's Great Staff  +3	8	-	12	12	25.0	25.0	10.0	10.0	15.0	10.0	10.0	10.0	10.0	15	2.5
Arstor's Spear  +3	11	19	-	-	40.0	25.0	20.0	20.0	25.0	10.0	10.0	10.0	10.0	20	6.5
Astora Greatsword  +7	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	45	8.0
Astora Greatsword Blessed +7	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Blood +7	16	18	-	-	47.5	38.0	33.2	33.2	38.0	23.4	19.0	19.0	19.0	40	8.0
Astora Greatsword Chaos +7	16	18	-	-	47.5	38.0	37.5	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Crystal +7	16	18	-	-	47.5	42.8	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Dark +7	16	18	-	-	47.5	38.0	33.2	33.2	42.8	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Deep +7	16	18	-	-	47.5	38.0	33.2	33.2	46.8	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Fire +7	16	18	-	-	47.5	38.0	40.9	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Heavy +7	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	42	8.0
Astora Greatsword Hollow +7	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Lightning +7	16	18	-	-	47.5	38.0	33.2	37.5	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Poison +7	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	23.4	19.0	19.0	40	8.0
Astora Greatsword Raw +7	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
