Ancient Dragon Greatshield  +1	16	-	-	-	77.0	45.0	43.0	46.0	45.0	28.0	28.0	28.0	19.0	55	6.5
Anri's Straight Sword  +1	10	10	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Aquamarine Dagger  +1	5	14	18	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Arbalest  +2	18	8	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0
Archdeacon's Great Staff  +1	8	-	12	12	25.0	25.0	10.0	10.0	15.0	10.0	10.0	10.0	10.0	15	2.5
Arstor's Spear  +1	11	19	-	-	40.0	25.0	20.0	20.0	25.0	10.0	10.0	10.0	10.0	20	6.5
Astora Greatsword  +2	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	41	8.0
Astora Greatsword Blessed +2	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Blood +2	16	18	-	-	47.5	38.0	33.2	33.2	38.0	22.4	19.0	19.0	19.0	40	8.0
Astora Greatsword Chaos +2	16	18	-	-	47.5	38.0	35.7	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Crystal +2	16	18	-	-	47.5	40.8	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Dark +2	16	18	-	-	47.5	38.0	33.2	33.2	40.8	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Deep +2	16	18	-	-	47.5	38.0	33.2	33.2	44.8	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Fire +2	16	18	-	-	47.5	38.0	39.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Heavy +2	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	40	8.0
Astora Greatsword Hollow +2	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Lightning +2	16	18	-	-	47.5	38.0	33.2	35.7	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Poison +2	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	22.4	19.0	19.0	40	8.0
Astora Greatsword Raw +2	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Refined +2	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	40	8.0
Astora Greatsword Sharp +2	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	40	8.0
Astora Greatsword Simple +2	16	18	-	-	47.5	40.8	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Straight Sword  +2	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	31	3.0
Astora Straight Sword Blessed +2	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Blood +2	10	10	-	12	42.7	28.5	23.7	23.7	28.5	16.8	14.2	14.2	14.2	30	3.0
Astora Straight Sword Chaos +2	10	10	-	12	42.7	28.5	25.5	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Crystal +2	10	10	-	12	42.7	30.6	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Dark +2	10	10	-	12	42.7	28.5	23.7	23.7	30.6	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Deep +2	10	10	-	12	42.7	28.5	23.7	23.7	33.6	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Fire +2	10	10	-	12	42.7	28.5	28.0	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Heavy +2	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Astora Straight Sword Hollow +2	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Lightning +2	10	10	-	12	42.7	28.5	23.7	25.5	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Poison +2	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	16.8	14.2	14.2	30	3.0
Astora Straight Sword Raw +2	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Refined +2	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Astora Straight Sword Sharp +2	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Astora Straight Sword Simple +2	10	10	-	12	42.7	30.6	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Avelyn  +2	16	14	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	7.5
Bandit's Knife  +2	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Bandit's Knife Blessed +2	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	14	1.5
Bandit's Knife Blood +2	6	12	-	-	33.2	19.0	14.2	14.2	19.0	11.2	9.5	9.5	9.5	15	1.5
Bandit's Knife Chaos +2	6	12	-	-	33.2	19.0	15.3	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Crystal +2	6	12	-	-	33.2	20.4	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Dark +2	6	12	-	-	33.2	19.0	14.2	14.2	20.4	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Deep +2	6	12	-	-	33.2	19.0	14.2	14.2	22.4	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Fire +2	6	12	-	-	33.2	19.0	16.8	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Heavy +2	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Bandit's Knife Hollow +2	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	14	1.5
Bandit's Knife Lightning +2	6	12	-	-	33.2	19.0	14.2	15.3	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Poison +2	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	11.2	9.5	9.5	15	1.5
Bandit's Knife Raw +2	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Refined +2	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Bandit's Knife Sharp +2	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Bandit's Knife Simple +2	6	12	-	-	33.2	20.4	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Barbed Straight Sword  +2	11	11	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	36	3.0
