Ancient Dragon Greatshield  +5	16	-	-	-	77.0	45.0	43.0	46.0	45.0	28.0	28.0	28.0	19.0	62	6.5
Anri's Straight Sword  +5	10	10	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Aquamarine Dagger  +5	5	14	18	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Arbalest  +10	18	8	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0
Archdeacon's Great Staff  +5	8	-	12	12	25.0	25.0	10.0	10.0	15.0	10.0	10.0	10.0	10.0	15	2.5
Arstor's Spear  +5	11	19	-	-	40.0	25.0	20.0	20.0	25.0	10.0	10.0	10.0	10.0	20	6.5
Astora Greatsword  +10	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	48	8.0
Astora Greatsword Blessed +10	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Blood +10	16	18	-	-	47.5	38.0	33.2	33.2	38.0	24.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Chaos +10	16	18	-	-	47.5	38.0	38.5	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Crystal +10	16	18	-	-	47.5	44.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Dark +10	16	18	-	-	47.5	38.0	33.2	33.2	44.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Deep +10	16	18	-	-	47.5	38.0	33.2	33.2	48.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Fire +10	16	18	-	-	47.5	38.0	42.0	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Heavy +10	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	44	8.0
Astora Greatsword Hollow +10	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Lightning +10	16	18	-	-	47.5	38.0	33.2	38.5	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Poison +10	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	24.0	19.0	19.0	40	8.0
Astora Greatsword Raw +10	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Refined +10	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	44	8.0
Astora Greatsword Sharp +10	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	44	8.0
Astora Greatsword Simple +10	16	18	-	-	47.5	44.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Straight Sword  +10	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	36	3.0
Astora Straight Sword Blessed +10	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Blood +10	10	10	-	12	42.7	28.5	23.7	23.7	28.5	18.0	14.2	14.2	14.2	30	3.0
Astora Straight Sword Chaos +10	10	10	-	12	42.7	28.5	27.5	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Crystal +10	10	10	-	12	42.7	33.0	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Dark +10	10	10	-	12	42.7	28.5	23.7	23.7	33.0	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Deep +10	10	10	-	12	42.7	28.5	23.7	23.7	36.0	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Fire +10	10	10	-	12	42.7	28.5	30.0	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Heavy +10	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	33	3.0
Astora Straight Sword Hollow +10	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Lightning +10	10	10	-	12	42.7	28.5	23.7	27.5	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Poison +10	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	18.0	14.2	14.2	30	3.0
Astora Straight Sword Raw +10	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Refined +10	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	33	3.0
Astora Straight Sword Sharp +10	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	33	3.0
Astora Straight Sword Simple +10	10	10	-	12	42.7	33.0	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Avelyn  +10	16	14	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	7.5
Bandit's Knife  +10	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	18	1.5
Bandit's Knife Blessed +10	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	14	1.5
Bandit's Knife Blood +10	6	12	-	-	33.2	19.0	14.2	14.2	19.0	12.0	9.5	9.5	9.5	15	1.5
Bandit's Knife Chaos +10	6	12	-	-	33.2	19.0	16.5	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Crystal +10	6	12	-	-	33.2	22.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Dark +10	6	12	-	-	33.2	19.0	14.2	14.2	22.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Deep +10	6	12	-	-	33.2	19.0	14.2	14.2	24.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Fire +10	6	12	-	-	33.2	19.0	18.0	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Heavy +10	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	16	1.5
Bandit's Knife Hollow +10	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	14	1.5
Bandit's Knife Lightning +10	6	12	-	-	33.2	19.0	14.2	16.5	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Poison +10	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	12.0	9.5	9.5	15	1.5
Bandit's Knife Raw +10	6	12	-	-	33.2	19.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Bandit's Knife Refined +10	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	16	1.5
Bandit's Knife Sharp +10	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	16	1.5
Bandit's Knife Simple +10	6	12	-	-	33.2	22.0	14.2	14.2	19.0	9.5	9.5	9.5	9.5	15	1.5
Barbed Straight Sword  +10	11	11	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	42	3.0
Barbed Straight Sword Blessed +10	11	11	-	-	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	33	3.0
Barbed Straight Sword Blood +10	11	11	-	-	42.7	28.5	23.7	23.7	28.5	18.0	14.2	14.2	14.2	35	3.0
Barbed Straight Sword Chaos +10	11	11	-	-	42.7	28.5	27.5	23.7	28.5	14.2	14.2	14.2	14.2	35	3.0
Barbed Straight Sword Crystal +10	11	11	-	-	42.7	33.0	23.7	23.7	28.5	14.2	14.2	14.2	14.2	35	3.0
Barbed Straight Sword Dark +10	11	11	-	-	42.7	28.5	23.7	23.7	33.0	14.2	14.2	14.2	14.2	35	3.0
Barbed Straight Sword Deep +10	11	11	-	-	42.7	28.5	23.7	23.7	36.0	14.2	14.2	14.2	14.2	35	3.0
