Ancient Dragon Greatshield  +4	16	-	-	-	77.0	45.0	43.0	46.0	45.0	28.0	28.0	28.0	19.0	60	6.5
Anri's Straight Sword  +4	10	10	-	-	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	30	3.0
Aquamarine Dagger  +4	5	14	18	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	15	1.5
Arbalest  +9	18	8	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0
Archdeacon's Great Staff  +4	8	-	12	12	25.0	25.0	10.0	10.0	15.0	10.0	10.0	10.0	10.0	15	2.5
Arstor's Spear  +4	11	19	-	-	40.0	25.0	20.0	20.0	25.0	10.0	10.0	10.0	10.0	20	6.5
Astora Greatsword  +9	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	47	8.0
Astora Greatsword Blessed +9	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Blood +9	16	18	-	-	47.5	38.0	33.2	33.2	38.0	23.8	19.0	19.0	19.0	40	8.0
Astora Greatsword Chaos +9	16	18	-	-	47.5	38.0	38.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Crystal +9	16	18	-	-	47.5	43.6	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Dark +9	16	18	-	-	47.5	38.0	33.2	33.2	43.6	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Deep +9	16	18	-	-	47.5	38.0	33.2	33.2	47.6	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Fire +9	16	18	-	-	47.5	38.0	41.7	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Heavy +9	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	43	8.0
Astora Greatsword Hollow +9	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	38	8.0
Astora Greatsword Lightning +9	16	18	-	-	47.5	38.0	33.2	38.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Poison +9	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	23.8	19.0	19.0	40	8.0
Astora Greatsword Raw +9	16	18	-	-	47.5	38.0	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Greatsword Refined +9	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	43	8.0
Astora Greatsword Sharp +9	16	18	-	-	50.0	40.0	35.0	35.0	40.0	20.0	20.0	20.0	20.0	43	8.0
Astora Greatsword Simple +9	16	18	-	-	47.5	43.6	33.2	33.2	38.0	19.0	19.0	19.0	19.0	40	8.0
Astora Straight Sword  +9	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	35	3.0
Astora Straight Sword Blessed +9	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Blood +9	10	10	-	12	42.7	28.5	23.7	23.7	28.5	17.9	14.2	14.2	14.2	30	3.0
Astora Straight Sword Chaos +9	10	10	-	12	42.7	28.5	27.3	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Crystal +9	10	10	-	12	42.7	32.7	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Dark +9	10	10	-	12	42.7	28.5	23.7	23.7	32.7	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Deep +9	10	10	-	12	42.7	28.5	23.7	23.7	35.7	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Fire +9	10	10	-	12	42.7	28.5	29.8	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Heavy +9	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	32	3.0
Astora Straight Sword Hollow +9	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	28	3.0
Astora Straight Sword Lightning +9	10	10	-	12	42.7	28.5	23.7	27.3	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Poison +9	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	17.9	14.2	14.2	30	3.0
Astora Straight Sword Raw +9	10	10	-	12	42.7	28.5	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Astora Straight Sword Refined +9	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	32	3.0
Astora Straight Sword Sharp +9	10	10	-	12	45.0	30.0	25.0	25.0	30.0	15.0	15.0	15.0	15.0	32	3.0
Astora Straight Sword Simple +9	10	10	-	12	42.7	32.7	23.7	23.7	28.5	14.2	14.2	14.2	14.2	30	3.0
Avelyn  +9	16	14	-	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	7.5
Bandit's Knife  +9	6	12	-	-	35.0	20.0	15.0	15.0	20.0	10.0	10.0	10.0	10.0	17	1.5
